2021-06-04 12:42:10,882 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-06-04 12:42:10,901 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-06-04 12:42:10,902 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-06-04 12:42:10,902 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-06-04 12:42:10,904 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-06-04 12:42:10,904 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-06-04 12:42:10,904 INFO  SwAddin.cs: 201 - Setting up command manager
2021-06-04 12:42:10,905 INFO  SwAddin.cs: 204 - Adding command manager
2021-06-04 12:42:10,907 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-06-04 12:42:10,908 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-06-04 12:42:10,908 INFO  SwAddin.cs: 210 - Adding event handlers
2021-06-04 12:42:10,919 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-06-04 12:42:42,005 INFO  SwAddin.cs: 294 - Assembly export called for file UR3.SLDASM
2021-06-04 12:42:55,739 INFO  SwAddin.cs: 313 - Saving assembly
2021-06-04 12:42:56,079 INFO  SwAddin.cs: 316 - Opening property manager
2021-06-04 12:42:56,090 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from UR3.SLDASM
2021-06-04 12:42:56,104 INFO  ExportHelperExtension.cs: 1136 - Found 74 in UR3.SLDASM
2021-06-04 12:42:56,105 INFO  ExportHelperExtension.cs: 1145 - Found 8 features of type [CoordSys] in UR3.SLDASM
2021-06-04 12:42:56,106 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-06-04 12:42:56,202 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-06-04 12:42:56,203 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link6-1
2021-06-04 12:42:56,204 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link6-1
2021-06-04 12:42:56,204 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link6-1
2021-06-04 12:42:56,204 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link1-1
2021-06-04 12:42:56,204 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link1-1
2021-06-04 12:42:56,205 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link1-1
2021-06-04 12:42:56,205 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link2^UR3-1
2021-06-04 12:42:56,205 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link2^UR3-1
2021-06-04 12:42:56,206 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link2^UR3-1
2021-06-04 12:42:56,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link3^UR3-1
2021-06-04 12:42:56,206 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link3^UR3-1
2021-06-04 12:42:56,207 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link3^UR3-1
2021-06-04 12:42:56,207 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link4^UR3-1
2021-06-04 12:42:56,207 INFO  ExportHelperExtension.cs: 1136 - Found 25 in link4^UR3-1
2021-06-04 12:42:56,207 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link4^UR3-1
2021-06-04 12:42:56,208 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from baselink-1
2021-06-04 12:42:56,208 INFO  ExportHelperExtension.cs: 1136 - Found 27 in baselink-1
2021-06-04 12:42:56,208 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in baselink-1
2021-06-04 12:42:56,208 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link5^UR3-1
2021-06-04 12:42:56,209 INFO  ExportHelperExtension.cs: 1136 - Found 25 in link5^UR3-1
2021-06-04 12:42:56,209 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link5^UR3-1
2021-06-04 12:42:56,209 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from UR3.SLDASM
2021-06-04 12:42:56,210 INFO  ExportHelperExtension.cs: 1136 - Found 74 in UR3.SLDASM
2021-06-04 12:42:56,210 INFO  ExportHelperExtension.cs: 1145 - Found 8 features of type [RefAxis] in UR3.SLDASM
2021-06-04 12:42:56,210 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-06-04 12:42:56,211 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-06-04 12:42:56,211 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link6-1
2021-06-04 12:42:56,211 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link6-1
2021-06-04 12:42:56,211 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link6-1
2021-06-04 12:42:56,212 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link1-1
2021-06-04 12:42:56,212 INFO  ExportHelperExtension.cs: 1136 - Found 31 in link1-1
2021-06-04 12:42:56,212 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link1-1
2021-06-04 12:42:56,212 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link2^UR3-1
2021-06-04 12:42:56,213 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link2^UR3-1
2021-06-04 12:42:56,213 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link2^UR3-1
2021-06-04 12:42:56,213 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link3^UR3-1
2021-06-04 12:42:56,213 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link3^UR3-1
2021-06-04 12:42:56,214 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link3^UR3-1
2021-06-04 12:42:56,214 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link4^UR3-1
2021-06-04 12:42:56,214 INFO  ExportHelperExtension.cs: 1136 - Found 25 in link4^UR3-1
2021-06-04 12:42:56,214 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link4^UR3-1
2021-06-04 12:42:56,215 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from baselink-1
2021-06-04 12:42:56,215 INFO  ExportHelperExtension.cs: 1136 - Found 27 in baselink-1
2021-06-04 12:42:56,215 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in baselink-1
2021-06-04 12:42:56,216 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link5^UR3-1
2021-06-04 12:42:56,216 INFO  ExportHelperExtension.cs: 1136 - Found 25 in link5^UR3-1
2021-06-04 12:42:56,216 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link5^UR3-1
2021-06-04 12:42:56,406 INFO  SwAddin.cs: 339 - Loading config tree
2021-06-04 12:42:56,409 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-06-04 12:42:56,412 INFO  SwAddin.cs: 344 - Showing property manager
2021-06-04 12:43:38,074 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:43:46,205 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:44:48,089 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:45:05,535 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:45:15,091 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:45:33,531 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:46:21,528 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:46:24,651 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:46:29,103 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:46:45,359 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:47:23,921 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:47:26,556 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:47:32,887 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:47:40,801 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:48:09,186 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:48:17,209 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:48:26,195 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:48:27,723 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:48:38,092 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:48:59,887 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:49:09,965 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:49:16,573 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:49:45,332 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:50:04,128 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:50:10,021 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:50:14,905 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:50:38,467 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-04 12:50:47,542 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-06-04 12:50:47,719 INFO  ExportHelperExtension.cs: 347 - Creating joint shoulder_link
2021-06-04 12:50:47,893 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child shoulder_link failed
2021-06-04 12:50:48,777 INFO  ExportHelperExtension.cs: 347 - Creating joint upper_arm_link
2021-06-04 12:50:48,796 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent shoulder_link to child upper_arm_link failed
2021-06-04 12:50:49,807 INFO  ExportHelperExtension.cs: 347 - Creating joint forearm_link
2021-06-04 12:50:49,857 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent upper_arm_link to child forearm_link failed
2021-06-04 12:50:50,247 INFO  ExportHelperExtension.cs: 347 - Creating joint wrist_1_link
2021-06-04 12:50:50,269 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent forearm_link to child wrist_1_link failed
2021-06-04 12:50:50,599 INFO  ExportHelperExtension.cs: 347 - Creating joint wrist_2_link
2021-06-04 12:50:50,629 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent wrist_1_link to child wrist_2_link failed
2021-06-04 12:50:50,959 INFO  ExportHelperExtension.cs: 347 - Creating joint wrist_3_link
2021-06-04 12:50:50,987 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent wrist_2_link to child wrist_3_link failed
2021-06-04 12:50:51,118 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from UR3.SLDASM
2021-06-04 12:50:51,122 INFO  ExportHelperExtension.cs: 1136 - Found 75 in UR3.SLDASM
